"PA","SZ","Age","Sex","Pop","age_binned"
"Bukit Batok","Bukit Batok Central",32,"Males",150,"22-34"
"Bukit Batok","Bukit Batok Central",32,"Females",200,"22-34"
"Bukit Batok","Bukit Batok Central",33,"Males",190,"22-34"
"Bukit Batok","Bukit Batok Central",33,"Females",230,"22-34"
"Bukit Batok","Bukit Batok Central",34,"Males",200,"22-34"
"Bukit Batok","Bukit Batok Central",34,"Females",230,"22-34"
"Bukit Batok","Bukit Batok Central",35,"Males",220,"35-54"
"Bukit Batok","Bukit Batok Central",35,"Females",270,"35-54"
"Bukit Batok","Bukit Batok Central",36,"Males",250,"35-54"
"Bukit Batok","Bukit Batok Central",36,"Females",250,"35-54"
"Bukit Batok","Bukit Batok Central",37,"Males",180,"35-54"
"Bukit Batok","Bukit Batok Central",37,"Females",220,"35-54"
"Bukit Batok","Bukit Batok Central",38,"Males",190,"35-54"
"Bukit Batok","Bukit Batok Central",38,"Females",220,"35-54"
"Bukit Batok","Bukit Batok Central",39,"Males",200,"35-54"
"Bukit Batok","Bukit Batok Central",39,"Females",220,"35-54"
"Bukit Batok","Bukit Batok Central",40,"Males",150,"35-54"
"Bukit Batok","Bukit Batok Central",40,"Females",180,"35-54"
"Bukit Batok","Bukit Batok Central",41,"Males",200,"35-54"
"Bukit Batok","Bukit Batok Central",41,"Females",200,"35-54"
"Bukit Batok","Bukit Batok Central",42,"Males",190,"35-54"
"Bukit Batok","Bukit Batok Central",42,"Females",230,"35-54"
"Bukit Batok","Bukit Batok Central",43,"Males",160,"35-54"
"Bukit Batok","Bukit Batok Central",43,"Females",180,"35-54"
"Bukit Batok","Bukit Batok Central",44,"Males",200,"35-54"
"Bukit Batok","Bukit Batok Central",44,"Females",180,"35-54"
"Bukit Batok","Bukit Batok Central",45,"Males",160,"35-54"
"Bukit Batok","Bukit Batok Central",45,"Females",180,"35-54"
"Bukit Batok","Bukit Batok Central",46,"Males",150,"35-54"
"Bukit Batok","Bukit Batok Central",46,"Females",190,"35-54"
"Bukit Batok","Bukit Batok Central",47,"Males",200,"35-54"
"Bukit Batok","Bukit Batok Central",47,"Females",210,"35-54"
"Bukit Batok","Bukit Batok Central",48,"Males",180,"35-54"
"Bukit Batok","Bukit Batok Central",48,"Females",200,"35-54"
"Bukit Batok","Bukit Batok Central",49,"Males",150,"35-54"
"Bukit Batok","Bukit Batok Central",49,"Females",200,"35-54"
"Bukit Batok","Bukit Batok Central",50,"Males",200,"35-54"
"Bukit Batok","Bukit Batok Central",50,"Females",190,"35-54"
"Bukit Batok","Bukit Batok Central",51,"Males",200,"35-54"
"Bukit Batok","Bukit Batok Central",51,"Females",190,"35-54"
"Bukit Batok","Bukit Batok Central",52,"Males",170,"35-54"
"Bukit Batok","Bukit Batok Central",52,"Females",210,"35-54"
"Bukit Batok","Bukit Batok Central",53,"Males",200,"35-54"
"Bukit Batok","Bukit Batok Central",53,"Females",220,"35-54"
"Bukit Batok","Bukit Batok Central",54,"Males",190,"35-54"
"Bukit Batok","Bukit Batok Central",54,"Females",200,"35-54"
"Bukit Batok","Bukit Batok Central",55,"Males",210,"55-64"
"Bukit Batok","Bukit Batok Central",55,"Females",180,"55-64"
"Bukit Batok","Bukit Batok Central",56,"Males",180,"55-64"
"Bukit Batok","Bukit Batok Central",56,"Females",200,"55-64"
"Bukit Batok","Bukit Batok Central",57,"Males",200,"55-64"
"Bukit Batok","Bukit Batok Central",57,"Females",220,"55-64"
"Bukit Batok","Bukit Batok Central",58,"Males",200,"55-64"
"Bukit Batok","Bukit Batok Central",58,"Females",200,"55-64"
"Bukit Batok","Bukit Batok Central",59,"Males",210,"55-64"
"Bukit Batok","Bukit Batok Central",59,"Females",190,"55-64"
"Bukit Batok","Bukit Batok Central",60,"Males",190,"55-64"
"Bukit Batok","Bukit Batok Central",60,"Females",200,"55-64"
"Bukit Batok","Bukit Batok Central",61,"Males",210,"55-64"
"Bukit Batok","Bukit Batok Central",61,"Females",220,"55-64"
"Bukit Batok","Bukit Batok Central",62,"Males",200,"55-64"
"Bukit Batok","Bukit Batok Central",62,"Females",200,"55-64"
"Bukit Batok","Bukit Batok Central",63,"Males",190,"55-64"
"Bukit Batok","Bukit Batok Central",63,"Females",210,"55-64"
"Bukit Batok","Bukit Batok Central",64,"Males",200,"55-64"
"Bukit Batok","Bukit Batok Central",64,"Females",210,"55-64"
"Bukit Batok","Bukit Batok Central",65,"Males",200,"65-74"
"Bukit Batok","Bukit Batok Central",65,"Females",230,"65-74"
"Bukit Batok","Bukit Batok Central",66,"Males",210,"65-74"
"Bukit Batok","Bukit Batok Central",66,"Females",210,"65-74"
"Bukit Batok","Bukit Batok Central",67,"Males",190,"65-74"
"Bukit Batok","Bukit Batok Central",67,"Females",210,"65-74"
"Bukit Batok","Bukit Batok Central",68,"Males",200,"65-74"
"Bukit Batok","Bukit Batok Central",68,"Females",210,"65-74"
"Bukit Batok","Bukit Batok Central",69,"Males",180,"65-74"
"Bukit Batok","Bukit Batok Central",69,"Females",200,"65-74"
"Bukit Batok","Bukit Batok Central",70,"Males",200,"65-74"
"Bukit Batok","Bukit Batok Central",70,"Females",200,"65-74"
"Bukit Batok","Bukit Batok Central",71,"Males",160,"65-74"
"Bukit Batok","Bukit Batok Central",71,"Females",170,"65-74"
"Bukit Batok","Bukit Batok Central",72,"Males",140,"65-74"
"Bukit Batok","Bukit Batok Central",72,"Females",170,"65-74"
"Bukit Batok","Bukit Batok Central",73,"Males",150,"65-74"
"Bukit Batok","Bukit Batok Central",73,"Females",130,"65-74"
"Bukit Batok","Bukit Batok Central",74,"Males",110,"65-74"
"Bukit Batok","Bukit Batok Central",74,"Females",140,"65-74"
"Bukit Batok","Bukit Batok Central",75,"Males",120,"75 and Above"
"Bukit Batok","Bukit Batok Central",75,"Females",150,"75 and Above"
"Bukit Batok","Bukit Batok Central",76,"Males",100,"75 and Above"
"Bukit Batok","Bukit Batok Central",76,"Females",110,"75 and Above"
"Bukit Batok","Bukit Batok Central",77,"Males",120,"75 and Above"
"Bukit Batok","Bukit Batok Central",77,"Females",100,"75 and Above"
"Bukit Batok","Bukit Batok Central",78,"Males",60,"75 and Above"
"Bukit Batok","Bukit Batok Central",78,"Females",70,"75 and Above"
"Bukit Batok","Bukit Batok Central",79,"Males",40,"75 and Above"
"Bukit Batok","Bukit Batok Central",79,"Females",60,"75 and Above"
"Bukit Batok","Bukit Batok Central",80,"Males",50,"75 and Above"
"Bukit Batok","Bukit Batok Central",80,"Females",80,"75 and Above"
"Bukit Batok","Bukit Batok Central",81,"Males",50,"75 and Above"
"Bukit Batok","Bukit Batok Central",81,"Females",50,"75 and Above"
"Bukit Batok","Bukit Batok Central",82,"Males",40,"75 and Above"
"Bukit Batok","Bukit Batok Central",82,"Females",40,"75 and Above"
"Bukit Batok","Bukit Batok Central",83,"Males",40,"75 and Above"
"Bukit Batok","Bukit Batok Central",83,"Females",60,"75 and Above"
"Bukit Batok","Bukit Batok Central",84,"Males",30,"75 and Above"
"Bukit Batok","Bukit Batok Central",84,"Females",50,"75 and Above"
"Bukit Batok","Bukit Batok Central",85,"Males",40,"75 and Above"
"Bukit Batok","Bukit Batok Central",85,"Females",40,"75 and Above"
"Bukit Batok","Bukit Batok Central",86,"Males",20,"75 and Above"
"Bukit Batok","Bukit Batok Central",86,"Females",40,"75 and Above"
"Bukit Batok","Bukit Batok Central",87,"Males",20,"75 and Above"
"Bukit Batok","Bukit Batok Central",87,"Females",20,"75 and Above"
"Bukit Batok","Bukit Batok Central",88,"Males",20,"75 and Above"
"Bukit Batok","Bukit Batok Central",88,"Females",30,"75 and Above"
"Bukit Batok","Bukit Batok Central",89,"Males",20,"75 and Above"
"Bukit Batok","Bukit Batok Central",89,"Females",30,"75 and Above"
"Bukit Batok","Bukit Batok Central",90,"Males",50,"75 and Above"
"Bukit Batok","Bukit Batok Central",90,"Females",110,"75 and Above"
"Bukit Batok","Bukit Batok East",0,"Males",30,"0-6"
"Bukit Batok","Bukit Batok East",0,"Females",30,"0-6"
"Bukit Batok","Bukit Batok East",1,"Males",20,"0-6"
"Bukit Batok","Bukit Batok East",1,"Females",30,"0-6"
"Bukit Batok","Bukit Batok East",2,"Males",30,"0-6"
"Bukit Batok","Bukit Batok East",2,"Females",30,"0-6"
"Bukit Batok","Bukit Batok East",3,"Males",30,"0-6"
"Bukit Batok","Bukit Batok East",3,"Females",30,"0-6"
"Bukit Batok","Bukit Batok East",4,"Males",30,"0-6"
"Bukit Batok","Bukit Batok East",4,"Females",30,"0-6"
"Bukit Batok","Bukit Batok East",5,"Males",40,"0-6"
"Bukit Batok","Bukit Batok East",5,"Females",40,"0-6"
"Bukit Batok","Bukit Batok East",6,"Males",50,"0-6"
"Bukit Batok","Bukit Batok East",6,"Females",40,"0-6"
"Bukit Batok","Bukit Batok East",7,"Males",40,"7-12"
"Bukit Batok","Bukit Batok East",7,"Females",30,"7-12"
"Bukit Batok","Bukit Batok East",8,"Males",30,"7-12"
"Bukit Batok","Bukit Batok East",8,"Females",30,"7-12"
"Bukit Batok","Bukit Batok East",9,"Males",30,"7-12"
"Bukit Batok","Bukit Batok East",9,"Females",30,"7-12"
"Bukit Batok","Bukit Batok East",10,"Males",40,"7-12"
"Bukit Batok","Bukit Batok East",10,"Females",30,"7-12"
"Bukit Batok","Bukit Batok East",11,"Males",40,"7-12"
"Bukit Batok","Bukit Batok East",11,"Females",30,"7-12"
"Bukit Batok","Bukit Batok East",12,"Males",50,"7-12"
"Bukit Batok","Bukit Batok East",12,"Females",30,"7-12"
"Bukit Batok","Bukit Batok East",13,"Males",40,"13-16"
"Bukit Batok","Bukit Batok East",13,"Females",40,"13-16"
"Bukit Batok","Bukit Batok East",14,"Males",50,"13-16"
"Bukit Batok","Bukit Batok East",14,"Females",40,"13-16"
"Bukit Batok","Bukit Batok East",15,"Males",40,"13-16"
"Bukit Batok","Bukit Batok East",15,"Females",40,"13-16"
"Bukit Batok","Bukit Batok East",16,"Males",50,"13-16"
"Bukit Batok","Bukit Batok East",16,"Females",50,"13-16"
"Bukit Batok","Bukit Batok East",17,"Males",70,"17-21"
"Bukit Batok","Bukit Batok East",17,"Females",50,"17-21"
"Bukit Batok","Bukit Batok East",18,"Males",60,"17-21"
"Bukit Batok","Bukit Batok East",18,"Females",70,"17-21"
"Bukit Batok","Bukit Batok East",19,"Males",70,"17-21"
"Bukit Batok","Bukit Batok East",19,"Females",60,"17-21"
"Bukit Batok","Bukit Batok East",20,"Males",60,"17-21"
"Bukit Batok","Bukit Batok East",20,"Females",40,"17-21"
"Bukit Batok","Bukit Batok East",21,"Males",60,"17-21"
"Bukit Batok","Bukit Batok East",21,"Females",60,"17-21"
"Bukit Batok","Bukit Batok East",22,"Males",80,"22-34"
"Bukit Batok","Bukit Batok East",22,"Females",50,"22-34"
"Bukit Batok","Bukit Batok East",23,"Males",50,"22-34"
"Bukit Batok","Bukit Batok East",23,"Females",70,"22-34"
"Bukit Batok","Bukit Batok East",24,"Males",90,"22-34"
"Bukit Batok","Bukit Batok East",24,"Females",80,"22-34"
"Bukit Batok","Bukit Batok East",25,"Males",70,"22-34"
"Bukit Batok","Bukit Batok East",25,"Females",60,"22-34"
"Bukit Batok","Bukit Batok East",26,"Males",100,"22-34"
"Bukit Batok","Bukit Batok East",26,"Females",90,"22-34"
"Bukit Batok","Bukit Batok East",27,"Males",110,"22-34"
"Bukit Batok","Bukit Batok East",27,"Females",60,"22-34"
"Bukit Batok","Bukit Batok East",28,"Males",80,"22-34"
"Bukit Batok","Bukit Batok East",28,"Females",80,"22-34"
"Bukit Batok","Bukit Batok East",29,"Males",100,"22-34"
"Bukit Batok","Bukit Batok East",29,"Females",70,"22-34"
"Bukit Batok","Bukit Batok East",30,"Males",100,"22-34"
"Bukit Batok","Bukit Batok East",30,"Females",90,"22-34"
"Bukit Batok","Bukit Batok East",31,"Males",80,"22-34"
"Bukit Batok","Bukit Batok East",31,"Females",70,"22-34"
"Bukit Batok","Bukit Batok East",32,"Males",90,"22-34"
"Bukit Batok","Bukit Batok East",32,"Females",90,"22-34"
"Bukit Batok","Bukit Batok East",33,"Males",80,"22-34"
"Bukit Batok","Bukit Batok East",33,"Females",90,"22-34"
"Bukit Batok","Bukit Batok East",34,"Males",90,"22-34"
"Bukit Batok","Bukit Batok East",34,"Females",80,"22-34"
"Bukit Batok","Bukit Batok East",35,"Males",80,"35-54"
"Bukit Batok","Bukit Batok East",35,"Females",90,"35-54"
"Bukit Batok","Bukit Batok East",36,"Males",90,"35-54"
"Bukit Batok","Bukit Batok East",36,"Females",90,"35-54"
"Bukit Batok","Bukit Batok East",37,"Males",80,"35-54"
"Bukit Batok","Bukit Batok East",37,"Females",80,"35-54"
"Bukit Batok","Bukit Batok East",38,"Males",70,"35-54"
"Bukit Batok","Bukit Batok East",38,"Females",60,"35-54"
"Bukit Batok","Bukit Batok East",39,"Males",70,"35-54"
"Bukit Batok","Bukit Batok East",39,"Females",70,"35-54"
"Bukit Batok","Bukit Batok East",40,"Males",70,"35-54"
"Bukit Batok","Bukit Batok East",40,"Females",90,"35-54"
"Bukit Batok","Bukit Batok East",41,"Males",70,"35-54"
"Bukit Batok","Bukit Batok East",41,"Females",80,"35-54"
"Bukit Batok","Bukit Batok East",42,"Males",70,"35-54"
"Bukit Batok","Bukit Batok East",42,"Females",80,"35-54"
"Bukit Batok","Bukit Batok East",43,"Males",70,"35-54"
"Bukit Batok","Bukit Batok East",43,"Females",80,"35-54"
"Bukit Batok","Bukit Batok East",44,"Males",80,"35-54"
"Bukit Batok","Bukit Batok East",44,"Females",80,"35-54"
"Bukit Batok","Bukit Batok East",45,"Males",70,"35-54"
"Bukit Batok","Bukit Batok East",45,"Females",60,"35-54"
"Bukit Batok","Bukit Batok East",46,"Males",60,"35-54"
"Bukit Batok","Bukit Batok East",46,"Females",80,"35-54"
"Bukit Batok","Bukit Batok East",47,"Males",60,"35-54"
"Bukit Batok","Bukit Batok East",47,"Females",80,"35-54"
"Bukit Batok","Bukit Batok East",48,"Males",80,"35-54"
"Bukit Batok","Bukit Batok East",48,"Females",80,"35-54"
"Bukit Batok","Bukit Batok East",49,"Males",80,"35-54"
"Bukit Batok","Bukit Batok East",49,"Females",90,"35-54"
"Bukit Batok","Bukit Batok East",50,"Males",80,"35-54"
"Bukit Batok","Bukit Batok East",50,"Females",100,"35-54"
"Bukit Batok","Bukit Batok East",51,"Males",80,"35-54"
"Bukit Batok","Bukit Batok East",51,"Females",100,"35-54"
"Bukit Batok","Bukit Batok East",52,"Males",80,"35-54"
"Bukit Batok","Bukit Batok East",52,"Females",90,"35-54"
"Bukit Batok","Bukit Batok East",53,"Males",100,"35-54"
"Bukit Batok","Bukit Batok East",53,"Females",80,"35-54"
"Bukit Batok","Bukit Batok East",54,"Males",80,"35-54"
"Bukit Batok","Bukit Batok East",54,"Females",80,"35-54"
"Bukit Batok","Bukit Batok East",55,"Males",90,"55-64"
"Bukit Batok","Bukit Batok East",55,"Females",110,"55-64"
"Bukit Batok","Bukit Batok East",56,"Males",80,"55-64"
"Bukit Batok","Bukit Batok East",56,"Females",100,"55-64"
"Bukit Batok","Bukit Batok East",57,"Males",90,"55-64"
"Bukit Batok","Bukit Batok East",57,"Females",90,"55-64"
"Bukit Batok","Bukit Batok East",58,"Males",100,"55-64"
"Bukit Batok","Bukit Batok East",58,"Females",100,"55-64"
"Bukit Batok","Bukit Batok East",59,"Males",100,"55-64"
"Bukit Batok","Bukit Batok East",59,"Females",120,"55-64"
"Bukit Batok","Bukit Batok East",60,"Males",110,"55-64"
"Bukit Batok","Bukit Batok East",60,"Females",100,"55-64"
"Bukit Batok","Bukit Batok East",61,"Males",100,"55-64"
"Bukit Batok","Bukit Batok East",61,"Females",120,"55-64"
"Bukit Batok","Bukit Batok East",62,"Males",100,"55-64"
"Bukit Batok","Bukit Batok East",62,"Females",120,"55-64"
"Bukit Batok","Bukit Batok East",63,"Males",110,"55-64"
"Bukit Batok","Bukit Batok East",63,"Females",140,"55-64"
"Bukit Batok","Bukit Batok East",64,"Males",120,"55-64"
"Bukit Batok","Bukit Batok East",64,"Females",130,"55-64"
"Bukit Batok","Bukit Batok East",65,"Males",110,"65-74"
"Bukit Batok","Bukit Batok East",65,"Females",130,"65-74"
"Bukit Batok","Bukit Batok East",66,"Males",90,"65-74"
"Bukit Batok","Bukit Batok East",66,"Females",130,"65-74"
"Bukit Batok","Bukit Batok East",67,"Males",110,"65-74"
"Bukit Batok","Bukit Batok East",67,"Females",130,"65-74"
"Bukit Batok","Bukit Batok East",68,"Males",100,"65-74"
"Bukit Batok","Bukit Batok East",68,"Females",100,"65-74"
"Bukit Batok","Bukit Batok East",69,"Males",130,"65-74"
"Bukit Batok","Bukit Batok East",69,"Females",130,"65-74"
"Bukit Batok","Bukit Batok East",70,"Males",110,"65-74"
"Bukit Batok","Bukit Batok East",70,"Females",90,"65-74"
"Bukit Batok","Bukit Batok East",71,"Males",100,"65-74"
"Bukit Batok","Bukit Batok East",71,"Females",90,"65-74"
"Bukit Batok","Bukit Batok East",72,"Males",80,"65-74"
"Bukit Batok","Bukit Batok East",72,"Females",90,"65-74"
"Bukit Batok","Bukit Batok East",73,"Males",70,"65-74"
"Bukit Batok","Bukit Batok East",73,"Females",90,"65-74"
"Bukit Batok","Bukit Batok East",74,"Males",60,"65-74"
"Bukit Batok","Bukit Batok East",74,"Females",80,"65-74"
"Bukit Batok","Bukit Batok East",75,"Males",60,"75 and Above"
"Bukit Batok","Bukit Batok East",75,"Females",60,"75 and Above"
"Bukit Batok","Bukit Batok East",76,"Males",70,"75 and Above"
"Bukit Batok","Bukit Batok East",76,"Females",70,"75 and Above"
"Bukit Batok","Bukit Batok East",77,"Males",50,"75 and Above"
"Bukit Batok","Bukit Batok East",77,"Females",60,"75 and Above"
"Bukit Batok","Bukit Batok East",78,"Males",30,"75 and Above"
"Bukit Batok","Bukit Batok East",78,"Females",50,"75 and Above"
"Bukit Batok","Bukit Batok East",79,"Males",20,"75 and Above"
"Bukit Batok","Bukit Batok East",79,"Females",30,"75 and Above"
"Bukit Batok","Bukit Batok East",80,"Males",20,"75 and Above"
"Bukit Batok","Bukit Batok East",80,"Females",40,"75 and Above"
"Bukit Batok","Bukit Batok East",81,"Males",20,"75 and Above"
"Bukit Batok","Bukit Batok East",81,"Females",20,"75 and Above"
"Bukit Batok","Bukit Batok East",82,"Males",20,"75 and Above"
"Bukit Batok","Bukit Batok East",82,"Females",20,"75 and Above"
"Bukit Batok","Bukit Batok East",83,"Males",20,"75 and Above"
"Bukit Batok","Bukit Batok East",83,"Females",30,"75 and Above"
"Bukit Batok","Bukit Batok East",84,"Males",20,"75 and Above"
"Bukit Batok","Bukit Batok East",84,"Females",30,"75 and Above"
"Bukit Batok","Bukit Batok East",85,"Males",10,"75 and Above"
"Bukit Batok","Bukit Batok East",85,"Females",30,"75 and Above"
"Bukit Batok","Bukit Batok East",86,"Males",10,"75 and Above"
"Bukit Batok","Bukit Batok East",86,"Females",10,"75 and Above"
"Bukit Batok","Bukit Batok East",87,"Males",10,"75 and Above"
"Bukit Batok","Bukit Batok East",87,"Females",10,"75 and Above"
"Bukit Batok","Bukit Batok East",88,"Males",0,"75 and Above"
"Bukit Batok","Bukit Batok East",88,"Females",20,"75 and Above"
"Bukit Batok","Bukit Batok East",89,"Males",10,"75 and Above"
"Bukit Batok","Bukit Batok East",89,"Females",10,"75 and Above"
"Bukit Batok","Bukit Batok East",90,"Males",20,"75 and Above"
"Bukit Batok","Bukit Batok East",90,"Females",40,"75 and Above"
"Bukit Batok","Bukit Batok South",0,"Males",50,"0-6"
"Bukit Batok","Bukit Batok South",0,"Females",30,"0-6"
"Bukit Batok","Bukit Batok South",1,"Males",50,"0-6"
"Bukit Batok","Bukit Batok South",1,"Females",50,"0-6"
"Bukit Batok","Bukit Batok South",2,"Males",70,"0-6"
"Bukit Batok","Bukit Batok South",2,"Females",60,"0-6"
"Bukit Batok","Bukit Batok South",3,"Males",40,"0-6"
"Bukit Batok","Bukit Batok South",3,"Females",50,"0-6"
"Bukit Batok","Bukit Batok South",4,"Males",90,"0-6"
"Bukit Batok","Bukit Batok South",4,"Females",70,"0-6"
"Bukit Batok","Bukit Batok South",5,"Males",60,"0-6"
"Bukit Batok","Bukit Batok South",5,"Females",50,"0-6"
"Bukit Batok","Bukit Batok South",6,"Males",70,"0-6"
"Bukit Batok","Bukit Batok South",6,"Females",60,"0-6"
"Bukit Batok","Bukit Batok South",7,"Males",70,"7-12"
"Bukit Batok","Bukit Batok South",7,"Females",50,"7-12"
"Bukit Batok","Bukit Batok South",8,"Males",60,"7-12"
"Bukit Batok","Bukit Batok South",8,"Females",50,"7-12"
"Bukit Batok","Bukit Batok South",9,"Males",80,"7-12"
"Bukit Batok","Bukit Batok South",9,"Females",70,"7-12"
"Bukit Batok","Bukit Batok South",10,"Males",80,"7-12"
"Bukit Batok","Bukit Batok South",10,"Females",60,"7-12"
"Bukit Batok","Bukit Batok South",11,"Males",70,"7-12"
"Bukit Batok","Bukit Batok South",11,"Females",60,"7-12"
"Bukit Batok","Bukit Batok South",12,"Males",80,"7-12"
"Bukit Batok","Bukit Batok South",12,"Females",70,"7-12"
"Bukit Batok","Bukit Batok South",13,"Males",60,"13-16"
"Bukit Batok","Bukit Batok South",13,"Females",60,"13-16"
"Bukit Batok","Bukit Batok South",14,"Males",80,"13-16"
"Bukit Batok","Bukit Batok South",14,"Females",90,"13-16"
"Bukit Batok","Bukit Batok South",15,"Males",70,"13-16"
"Bukit Batok","Bukit Batok South",15,"Females",80,"13-16"
"Bukit Batok","Bukit Batok South",16,"Males",70,"13-16"
"Bukit Batok","Bukit Batok South",16,"Females",60,"13-16"
"Bukit Batok","Bukit Batok South",17,"Males",80,"17-21"
"Bukit Batok","Bukit Batok South",17,"Females",70,"17-21"
"Bukit Batok","Bukit Batok South",18,"Males",80,"17-21"
"Bukit Batok","Bukit Batok South",18,"Females",80,"17-21"
"Bukit Batok","Bukit Batok South",19,"Males",80,"17-21"
"Bukit Batok","Bukit Batok South",19,"Females",70,"17-21"
"Bukit Batok","Bukit Batok South",20,"Males",60,"17-21"
"Bukit Batok","Bukit Batok South",20,"Females",90,"17-21"
"Bukit Batok","Bukit Batok South",21,"Males",100,"17-21"
"Bukit Batok","Bukit Batok South",21,"Females",80,"17-21"
"Bukit Batok","Bukit Batok South",22,"Males",90,"22-34"
"Bukit Batok","Bukit Batok South",22,"Females",70,"22-34"
"Bukit Batok","Bukit Batok South",23,"Males",100,"22-34"
